CHR,POS,depth,method
NC_045512v2,66,2.1942061694833553e-4,smart_seq3
NC_045512v2,67,1.7029760560229734e-4,smart_seq3
NC_045512v2,68,1.7040812140533328e-4,smart_seq3
NC_045512v2,69,1.6883794418149102e-4,smart_seq3
NC_045512v2,70,1.6130530556786681e-4,smart_seq3
NC_045512v2,71,1.5963676066405982e-4,smart_seq3
NC_045512v2,72,1.5774825980080086e-4,smart_seq3
NC_045512v2,73,1.587492347646391e-4,smart_seq3
NC_045512v2,74,1.5815927268078193e-4,smart_seq3
NC_045512v2,75,1.294215127430205e-4,smart_seq3
NC_045512v2,76,5.017456428825705e-5,smart_seq3
NC_045512v2,77,4.833807830574069e-5,smart_seq3
NC_045512v2,78,4.780479139248241e-5,smart_seq3
NC_045512v2,79,4.7845200529874166e-5,smart_seq3
NC_045512v2,80,4.7784987964762634e-5,smart_seq3
NC_045512v2,81,4.7888708623037425e-5,smart_seq3
NC_045512v2,82,4.745755038578944e-5,smart_seq3
NC_045512v2,83,4.734173665602804e-5,smart_seq3
NC_045512v2,84,4.245826433731874e-5,smart_seq3
NC_045512v2,85,4.228659022465296e-5,smart_seq3
NC_045512v2,86,4.2353484477640906e-5,smart_seq3
NC_045512v2,87,3.792851725902947e-5,smart_seq3
NC_045512v2,88,3.7938423200234074e-5,smart_seq3
NC_045512v2,89,3.844047981400973e-5,smart_seq3
NC_045512v2,90,3.843931346422622e-5,smart_seq3
NC_045512v2,91,3.8466880774851335e-5,smart_seq3
NC_045512v2,92,3.854735389472198e-5,smart_seq3
NC_045512v2,93,3.854553228757285e-5,smart_seq3
NC_045512v2,94,3.8561348275248693e-5,smart_seq3
NC_045512v2,95,3.888251812656676e-5,smart_seq3
NC_045512v2,96,3.890984070111102e-5,smart_seq3
NC_045512v2,97,3.891713714438342e-5,smart_seq3
NC_045512v2,98,3.8921921160916814e-5,smart_seq3
NC_045512v2,99,3.892193641570839e-5,smart_seq3
NC_045512v2,100,3.8929289637195256e-5,smart_seq3
NC_045512v2,101,3.892507427768134e-5,smart_seq3
NC_045512v2,102,3.89583235604341e-5,smart_seq3
NC_045512v2,103,3.877295292588448e-5,smart_seq3
NC_045512v2,104,3.879018786665505e-5,smart_seq3
NC_045512v2,105,3.88541998047996e-5,smart_seq3
NC_045512v2,106,3.886226838725407e-5,smart_seq3
NC_045512v2,107,3.886226838725407e-5,smart_seq3
NC_045512v2,108,3.89440942581986e-5,smart_seq3
NC_045512v2,109,3.8989291490404644e-5,smart_seq3
NC_045512v2,110,3.887922533119389e-5,smart_seq3
NC_045512v2,111,3.875084705670839e-5,smart_seq3
NC_045512v2,112,3.876233567036633e-5,smart_seq3
NC_045512v2,113,3.830483007690481e-5,smart_seq3
NC_045512v2,114,3.880301761633538e-5,smart_seq3
NC_045512v2,115,3.859964802427735e-5,smart_seq3
NC_045512v2,116,3.8515688977093056e-5,smart_seq3
NC_045512v2,117,3.863941704931936e-5,smart_seq3
NC_045512v2,118,3.863094800963709e-5,smart_seq3
NC_045512v2,119,3.861091902872921e-5,smart_seq3
NC_045512v2,120,3.881636352195503e-5,smart_seq3
NC_045512v2,121,3.884558851491164e-5,smart_seq3
NC_045512v2,122,3.8885792469571414e-5,smart_seq3
NC_045512v2,123,3.869619785154962e-5,smart_seq3
NC_045512v2,124,3.870813876557389e-5,smart_seq3
NC_045512v2,125,3.8760106613537214e-5,smart_seq3
NC_045512v2,126,3.862187655962491e-5,smart_seq3
NC_045512v2,127,3.815436112936865e-5,smart_seq3
NC_045512v2,128,1.6128911667986853e-5,smart_seq3
NC_045512v2,129,1.1839787567362249e-5,smart_seq3
NC_045512v2,130,1.1835381038043646e-5,smart_seq3
NC_045512v2,131,1.1687654935233283e-5,smart_seq3
NC_045512v2,132,1.0913790124054062e-5,smart_seq3
NC_045512v2,133,1.0916576931420013e-5,smart_seq3
NC_045512v2,134,1.1389322527014218e-5,smart_seq3
NC_045512v2,135,1.071405080312553e-5,smart_seq3
NC_045512v2,136,8.99160700312621e-6,smart_seq3
NC_045512v2,137,8.590102854596274e-6,smart_seq3
NC_045512v2,138,8.593712744921221e-6,smart_seq3
NC_045512v2,139,8.685963466293577e-6,smart_seq3
NC_045512v2,140,8.42574618702895e-6,smart_seq3
NC_045512v2,141,8.401479222897023e-6,smart_seq3
NC_045512v2,142,8.421317027315518e-6,smart_seq3
NC_045512v2,143,8.518306694152346e-6,smart_seq3
NC_045512v2,144,8.643477588623761e-6,smart_seq3
NC_045512v2,145,8.644287191801152e-6,smart_seq3
NC_045512v2,146,8.646716001333325e-6,smart_seq3
NC_045512v2,147,7.877244110433142e-6,smart_seq3
NC_045512v2,148,7.764033853495034e-6,smart_seq3
NC_045512v2,149,7.87007762176721e-6,smart_seq3
NC_045512v2,150,7.875168151209053e-6,smart_seq3
NC_045512v2,151,7.97850688464262e-6,smart_seq3
NC_045512v2,152,7.98801972197696e-6,smart_seq3
NC_045512v2,153,8.115593085102887e-6,smart_seq3
NC_045512v2,154,8.1171201112226e-6,smart_seq3
NC_045512v2,155,8.13594430393303e-6,smart_seq3
NC_045512v2,156,8.13262703875078e-6,smart_seq3
NC_045512v2,157,7.820187879567028e-6,smart_seq3
NC_045512v2,158,7.73731788411523e-6,smart_seq3
NC_045512v2,159,7.827854239113538e-6,smart_seq3
NC_045512v2,160,8.013641818624295e-6,smart_seq3
NC_045512v2,161,7.99672289378581e-6,smart_seq3
NC_045512v2,162,8.004942515998011e-6,smart_seq3
NC_045512v2,163,8.010705848204887e-6,smart_seq3
NC_045512v2,164,8.642116702378189e-6,smart_seq3
NC_045512v2,165,8.660348028661054e-6,smart_seq3
NC_045512v2,166,8.686385372302743e-6,smart_seq3
NC_045512v2,167,8.575822803106302e-6,smart_seq3
NC_045512v2,168,8.604742123885449e-6,smart_seq3
NC_045512v2,169,8.663103252989803e-6,smart_seq3
NC_045512v2,170,8.664333436329783e-6,smart_seq3
NC_045512v2,171,8.672750032391949e-6,smart_seq3
NC_045512v2,172,8.710905551280422e-6,smart_seq3
NC_045512v2,173,8.845254050252436e-6,smart_seq3
NC_045512v2,174,8.847027602418994e-6,smart_seq3
NC_045512v2,175,8.91161722962079e-6,smart_seq3
NC_045512v2,176,8.913034035181224e-6,smart_seq3
NC_045512v2,177,8.914886675695822e-6,smart_seq3
NC_045512v2,178,9.293899421515441e-6,smart_seq3
NC_045512v2,179,9.295113826281528e-6,smart_seq3
NC_045512v2,180,9.344007813698818e-6,smart_seq3
NC_045512v2,181,9.34542461925925e-6,smart_seq3
NC_045512v2,182,9.63994863097698e-6,smart_seq3
NC_045512v2,183,1.0042620183865366e-5,smart_seq3
NC_045512v2,184,1.0011243074064774e-5,smart_seq3
NC_045512v2,185,1.0016025003214623e-5,smart_seq3
NC_045512v2,186,1.01078803325669e-5,smart_seq3
NC_045512v2,187,1.0102528463757281e-5,smart_seq3
NC_045512v2,188,1.0275317751814726e-5,smart_seq3
NC_045512v2,189,1.0333963900612935e-5,smart_seq3
NC_045512v2,190,1.0580287078756743e-5,smart_seq3
NC_045512v2,191,1.0597653019558103e-5,smart_seq3
NC_045512v2,192,1.0753322977426024e-5,smart_seq3
NC_045512v2,193,1.0914851745429465e-5,smart_seq3
NC_045512v2,194,1.090774250769569e-5,smart_seq3
NC_045512v2,195,1.0907944908490036e-5,smart_seq3
NC_045512v2,196,1.1440594165394544e-5,smart_seq3
NC_045512v2,197,1.14393711404382e-5,smart_seq3
NC_045512v2,198,1.1433003279275926e-5,smart_seq3
NC_045512v2,199,1.1395789820836566e-5,smart_seq3
NC_045512v2,200,1.1210364952847214e-5,smart_seq3
NC_045512v2,201,1.1117628484526603e-5,smart_seq3
NC_045512v2,202,1.1191170448953385e-5,smart_seq3
NC_045512v2,203,1.1200267345710355e-5,smart_seq3
NC_045512v2,204,1.1200469746504703e-5,smart_seq3
NC_045512v2,205,1.1210401856757371e-5,smart_seq3
NC_045512v2,206,1.1155572617576701e-5,smart_seq3
NC_045512v2,207,1.1158981574734307e-5,smart_seq3
NC_045512v2,208,1.1680478624573184e-5,smart_seq3
NC_045512v2,209,1.1709064836495357e-5,smart_seq3
NC_045512v2,210,1.1705694997532991e-5,smart_seq3
NC_045512v2,211,1.169945692824489e-5,smart_seq3
NC_045512v2,212,1.1701202754147966e-5,smart_seq3
NC_045512v2,213,1.163013817035164e-5,smart_seq3
NC_045512v2,214,1.2241869171360365e-5,smart_seq3
NC_045512v2,215,1.2242726829520328e-5,smart_seq3
NC_045512v2,216,1.2203919037776325e-5,smart_seq3
NC_045512v2,217,1.2372213348151252e-5,smart_seq3
NC_045512v2,218,1.2257421262278944e-5,smart_seq3
NC_045512v2,219,1.2258028464661989e-5,smart_seq3
NC_045512v2,220,1.238538599138659e-5,smart_seq3
NC_045512v2,221,1.238769832922549e-5,smart_seq3
NC_045512v2,222,1.2481722304999373e-5,smart_seq3
NC_045512v2,223,1.3146119885076732e-5,smart_seq3
NC_045512v2,224,1.3189832641512466e-5,smart_seq3
NC_045512v2,225,1.3084303352044283e-5,smart_seq3
NC_045512v2,226,1.2730724643775108e-5,smart_seq3
NC_045512v2,227,1.2738696355056966e-5,smart_seq3
NC_045512v2,228,1.3138654794724362e-5,smart_seq3
NC_045512v2,229,1.3088780567369842e-5,smart_seq3
NC_045512v2,230,1.574749824911221e-5,smart_seq3
NC_045512v2,231,1.562492801777138e-5,smart_seq3
NC_045512v2,232,1.572204796228379e-5,smart_seq3
NC_045512v2,233,1.5675427352981773e-5,smart_seq3
NC_045512v2,234,1.5661022195757908e-5,smart_seq3
NC_045512v2,235,1.565818858463704e-5,smart_seq3
NC_045512v2,236,1.5657923479564804e-5,smart_seq3
NC_045512v2,237,1.6856821967775032e-5,smart_seq3
NC_045512v2,238,1.6912530040017573e-5,smart_seq3
NC_045512v2,239,1.6312760071053906e-5,smart_seq3
NC_045512v2,240,1.6293028583140725e-5,smart_seq3
NC_045512v2,241,1.565628422732553e-5,smart_seq3
NC_045512v2,242,1.694501288483871e-5,smart_seq3
NC_045512v2,243,1.6945465741409975e-5,smart_seq3
NC_045512v2,244,1.6835285069712807e-5,smart_seq3
NC_045512v2,245,1.6616871771521817e-5,smart_seq3
NC_045512v2,246,1.6587540443825663e-5,smart_seq3
NC_045512v2,247,1.660575520800443e-5,smart_seq3
NC_045512v2,248,1.6610410181993675e-5,smart_seq3
NC_045512v2,249,1.661249874275451e-5,smart_seq3
NC_045512v2,250,1.659445127690592e-5,smart_seq3
NC_045512v2,251,1.674384149176554e-5,smart_seq3
NC_045512v2,252,1.6733578012965664e-5,smart_seq3
NC_045512v2,253,1.6749825895082987e-5,smart_seq3
NC_045512v2,254,1.659713376616896e-5,smart_seq3
NC_045512v2,255,1.6600706637315773e-5,smart_seq3
NC_045512v2,256,1.660550080799074e-5,smart_seq3
NC_045512v2,257,1.842257201337797e-5,smart_seq3
NC_045512v2,258,1.8795402089398485e-5,smart_seq3
NC_045512v2,259,1.893058254678908e-5,smart_seq3
NC_045512v2,260,1.9026711219744364e-5,smart_seq3
NC_045512v2,261,2.0475052213083977e-5,smart_seq3
NC_045512v2,262,2.0499515345053962e-5,smart_seq3
NC_045512v2,263,2.0502161810172057e-5,smart_seq3
NC_045512v2,264,1.9953513256161398e-5,smart_seq3
NC_045512v2,265,1.997914052635049e-5,smart_seq3
NC_045512v2,266,2.063031036342147e-5,smart_seq3
NC_045512v2,267,2.0525316834449614e-5,smart_seq3
NC_045512v2,268,2.0488681831170145e-5,smart_seq3
NC_045512v2,269,2.0488372691139656e-5,smart_seq3
NC_045512v2,270,2.024765138654506e-5,smart_seq3
NC_045512v2,271,2.0174615846642552e-5,smart_seq3
NC_045512v2,272,2.042339081393702e-5,smart_seq3
NC_045512v2,273,2.0606326245635723e-5,smart_seq3
NC_045512v2,274,2.070182729892692e-5,smart_seq3
NC_045512v2,275,1.997827033423003e-5,smart_seq3
NC_045512v2,276,2.0023121828545256e-5,smart_seq3
NC_045512v2,277,2.000973622038322e-5,smart_seq3
NC_045512v2,278,2.0040568965091307e-5,smart_seq3
NC_045512v2,279,2.04080176727461e-5,smart_seq3
NC_045512v2,280,2.0401120790946706e-5,smart_seq3
NC_045512v2,281,2.01896659309688e-5,smart_seq3
NC_045512v2,282,2.0138127268065037e-5,smart_seq3
NC_045512v2,283,2.0201163716884584e-5,smart_seq3
NC_045512v2,284,2.027198751189513e-5,smart_seq3
NC_045512v2,285,2.0342727222220742e-5,smart_seq3
NC_045512v2,286,2.0336470542373447e-5,smart_seq3
NC_045512v2,287,2.020046878086045e-5,smart_seq3
NC_045512v2,288,2.0217438337197167e-5,smart_seq3
NC_045512v2,289,2.0356961183446955e-5,smart_seq3
NC_045512v2,290,2.0440839821252313e-5,smart_seq3
NC_045512v2,291,2.0447678821042257e-5,smart_seq3
NC_045512v2,292,2.0463681432390265e-5,smart_seq3
NC_045512v2,293,2.038490783704473e-5,smart_seq3
NC_045512v2,294,2.0267263207925704e-5,smart_seq3
NC_045512v2,295,2.027385911440482e-5,smart_seq3
NC_045512v2,296,2.0277525946170136e-5,smart_seq3
NC_045512v2,297,2.0273103638277638e-5,smart_seq3
NC_045512v2,298,2.0268805166613768e-5,smart_seq3
NC_045512v2,299,2.023299050692899e-5,smart_seq3
NC_045512v2,300,2.0237916996722004e-5,smart_seq3
NC_045512v2,301,2.0154130184006306e-5,smart_seq3
NC_045512v2,302,2.0066128809811363e-5,smart_seq3
NC_045512v2,303,2.004980736468198e-5,smart_seq3
NC_045512v2,304,2.0108997696722863e-5,smart_seq3
NC_045512v2,305,2.0165324647119813e-5,smart_seq3
NC_045512v2,306,2.016495871778975e-5,smart_seq3
NC_045512v2,307,2.0210685021896966e-5,smart_seq3
NC_045512v2,308,2.0091790509558784e-5,smart_seq3
NC_045512v2,309,2.0022080676635124e-5,smart_seq3
NC_045512v2,310,2.037985098070176e-5,smart_seq3
NC_045512v2,311,2.032106732092684e-5,smart_seq3
NC_045512v2,312,2.0795767032035895e-5,smart_seq3
NC_045512v2,313,2.0581136067888258e-5,smart_seq3
NC_045512v2,314,2.0190942304354576e-5,smart_seq3
NC_045512v2,315,2.019903529601429e-5,smart_seq3
NC_045512v2,316,2.005269390410557e-5,smart_seq3
NC_045512v2,317,2.0055004042775717e-5,smart_seq3
NC_045512v2,318,2.0049898258542296e-5,smart_seq3
NC_045512v2,319,1.9996799550090984e-5,smart_seq3
NC_045512v2,320,1.9980808432509062e-5,smart_seq3
NC_045512v2,321,1.9317507863501977e-5,smart_seq3
NC_045512v2,322,2.077779344111248e-5,smart_seq3
NC_045512v2,323,2.100721986571059e-5,smart_seq3
NC_045512v2,324,2.1506682099284804e-5,smart_seq3
NC_045512v2,325,2.1518614015672176e-5,smart_seq3
NC_045512v2,326,2.1520483154021556e-5,smart_seq3
NC_045512v2,327,2.1554361170455482e-5,smart_seq3
NC_045512v2,328,2.1180018897697437e-5,smart_seq3
NC_045512v2,329,2.1138671376388925e-5,smart_seq3
NC_045512v2,330,2.112689325805813e-5,smart_seq3
NC_045512v2,331,2.1326694110540406e-5,smart_seq3
NC_045512v2,332,2.1057530919155507e-5,smart_seq3
NC_045512v2,333,2.07832144245894e-5,smart_seq3
NC_045512v2,334,2.243067551695826e-5,smart_seq3
NC_045512v2,335,2.1296208024482325e-5,smart_seq3
NC_045512v2,336,2.12936586674695e-5,smart_seq3
NC_045512v2,337,2.13034383091872e-5,smart_seq3
NC_045512v2,338,2.1301491849315296e-5,smart_seq3
NC_045512v2,339,2.1305111446146494e-5,smart_seq3
NC_045512v2,340,2.1056066261026196e-5,smart_seq3
NC_045512v2,341,2.1169814832624094e-5,smart_seq3
NC_045512v2,342,2.1007713891799266e-5,smart_seq3
NC_045512v2,343,2.1059043956360215e-5,smart_seq3
NC_045512v2,344,2.116437766964377e-5,smart_seq3
NC_045512v2,345,2.132618798724186e-5,smart_seq3
NC_045512v2,346,2.1305521392123652e-5,smart_seq3
NC_045512v2,347,2.1344058808261152e-5,smart_seq3
NC_045512v2,348,2.1329212366581428e-5,smart_seq3
NC_045512v2,349,2.1448874706200295e-5,smart_seq3
NC_045512v2,350,2.1298794817249118e-5,smart_seq3
NC_045512v2,351,2.134514021039631e-5,smart_seq3
NC_045512v2,352,2.1322624656073517e-5,smart_seq3
NC_045512v2,353,2.1306944277782315e-5,smart_seq3
NC_045512v2,354,2.1604751743018155e-5,smart_seq3
NC_045512v2,355,2.1771020293099156e-5,smart_seq3
NC_045512v2,356,2.1783599951772268e-5,smart_seq3
NC_045512v2,357,2.1896741037274988e-5,smart_seq3
NC_045512v2,358,2.1352349678226043e-5,smart_seq3
NC_045512v2,359,2.135138030617594e-5,smart_seq3
NC_045512v2,360,2.136745753853651e-5,smart_seq3
NC_045512v2,361,2.1355311231015696e-5,smart_seq3
NC_045512v2,362,2.1355716032604392e-5,smart_seq3
NC_045512v2,363,2.2874528868795557e-5,smart_seq3
NC_045512v2,364,2.310923847329396e-5,smart_seq3
NC_045512v2,365,2.3016943450577683e-5,smart_seq3
NC_045512v2,366,2.3083761167592693e-5,smart_seq3
NC_045512v2,367,2.408106166473259e-5,smart_seq3
NC_045512v2,368,2.4142177799099825e-5,smart_seq3
NC_045512v2,369,2.4496816053300954e-5,smart_seq3
NC_045512v2,370,2.438113054399453e-5,smart_seq3
NC_045512v2,371,2.4406736882652695e-5,smart_seq3
NC_045512v2,372,2.4325805042225257e-5,smart_seq3
NC_045512v2,373,2.3738525223561053e-5,smart_seq3
NC_045512v2,374,2.5118644376119733e-5,smart_seq3
NC_045512v2,375,2.4734899675583074e-5,smart_seq3
NC_045512v2,376,2.5184718734479577e-5,smart_seq3
NC_045512v2,377,2.5275003836294093e-5,smart_seq3
NC_045512v2,378,2.535137467430951e-5,smart_seq3
NC_045512v2,379,2.2949838493435875e-5,smart_seq3
NC_045512v2,380,2.296269801274035e-5,smart_seq3
NC_045512v2,381,2.2966440678296463e-5,smart_seq3
NC_045512v2,382,2.296127280972506e-5,smart_seq3
NC_045512v2,383,2.2965943282786626e-5,smart_seq3
NC_045512v2,384,2.2968086855614712e-5,smart_seq3
NC_045512v2,385,2.1679246936198798e-5,smart_seq3
NC_045512v2,386,2.1627288426855487e-5,smart_seq3
NC_045512v2,387,2.1608478860710667e-5,smart_seq3
NC_045512v2,388,2.159871382530862e-5,smart_seq3
NC_045512v2,389,2.1676580635799383e-5,smart_seq3
NC_045512v2,390,2.2539698723726324e-5,smart_seq3
NC_045512v2,391,2.2515402392948434e-5,smart_seq3
NC_045512v2,392,2.2577476520004707e-5,smart_seq3
NC_045512v2,393,2.2584719855653425e-5,smart_seq3
NC_045512v2,394,2.258795826836299e-5,smart_seq3
NC_045512v2,395,2.258812405986426e-5,smart_seq3
NC_045512v2,396,2.257396795218657e-5,smart_seq3
NC_045512v2,397,2.2775304187571136e-5,smart_seq3
NC_045512v2,398,2.288020314087115e-5,smart_seq3
NC_045512v2,399,2.314201161016415e-5,smart_seq3
NC_045512v2,400,2.3232965217255145e-5,smart_seq3
NC_045512v2,401,2.307311503953905e-5,smart_seq3
NC_045512v2,402,2.3108483111093085e-5,smart_seq3
NC_045512v2,403,2.310868551188743e-5,smart_seq3
NC_045512v2,404,2.311990198496528e-5,smart_seq3
NC_045512v2,405,2.315645727389824e-5,smart_seq3
NC_045512v2,406,2.316663075946649e-5,smart_seq3
NC_045512v2,407,2.1238495935865907e-5,smart_seq3
NC_045512v2,408,2.1505872126882273e-5,smart_seq3
NC_045512v2,409,2.1591602934948852e-5,smart_seq3
NC_045512v2,410,2.0271706238525275e-5,smart_seq3
NC_045512v2,411,2.0914481439779312e-5,smart_seq3
NC_045512v2,412,2.1179865555312464e-5,smart_seq3
NC_045512v2,413,2.1201093099174748e-5,smart_seq3
NC_045512v2,414,2.1084376304904358e-5,smart_seq3
NC_045512v2,415,2.133327130434172e-5,smart_seq3
NC_045512v2,416,2.0800546712013874e-5,smart_seq3
NC_045512v2,417,2.0788605065147364e-5,smart_seq3
NC_045512v2,418,2.1183189531324334e-5,smart_seq3
NC_045512v2,419,2.121050108401836e-5,smart_seq3
NC_045512v2,420,2.1274031490535555e-5,smart_seq3
NC_045512v2,421,2.094319156685013e-5,smart_seq3
NC_045512v2,422,2.076963254967547e-5,smart_seq3
NC_045512v2,423,2.0723948417397397e-5,smart_seq3
NC_045512v2,424,2.0734901525475577e-5,smart_seq3
NC_045512v2,425,2.0744558415864893e-5,smart_seq3
NC_045512v2,426,2.1012236017380154e-5,smart_seq3
NC_045512v2,427,2.101327266888587e-5,smart_seq3
NC_045512v2,428,2.097535328259347e-5,smart_seq3
NC_045512v2,429,2.0622961873301047e-5,smart_seq3
NC_045512v2,430,2.062744947170387e-5,smart_seq3
NC_045512v2,431,2.062350485667413e-5,smart_seq3
NC_045512v2,432,2.0751192273003717e-5,smart_seq3
NC_045512v2,433,2.068857600270482e-5,smart_seq3
NC_045512v2,434,2.05883026851154e-5,smart_seq3
NC_045512v2,435,2.0755237244623327e-5,smart_seq3
NC_045512v2,436,2.08924953167843e-5,smart_seq3
NC_045512v2,437,2.089372497634196e-5,smart_seq3
NC_045512v2,438,2.0948476113570613e-5,smart_seq3
NC_045512v2,439,2.0735940798788433e-5,smart_seq3
NC_045512v2,440,2.0656082483615593e-5,smart_seq3
NC_045512v2,441,2.0711157339973568e-5,smart_seq3
NC_045512v2,442,2.1032558089901e-5,smart_seq3
NC_045512v2,443,2.1025104426890803e-5,smart_seq3
NC_045512v2,444,2.105209989875816e-5,smart_seq3
NC_045512v2,445,2.1068523751994735e-5,smart_seq3
NC_045512v2,446,2.107366738906027e-5,smart_seq3
NC_045512v2,447,2.197504121634998e-5,smart_seq3
NC_045512v2,448,2.1988686159472977e-5,smart_seq3
NC_045512v2,449,2.20905950721525e-5,smart_seq3
NC_045512v2,450,2.207543329723456e-5,smart_seq3
NC_045512v2,451,2.2041908542263562e-5,smart_seq3
NC_045512v2,452,2.2080710640730935e-5,smart_seq3
NC_045512v2,453,2.224796502014549e-5,smart_seq3
NC_045512v2,454,2.21741124324508e-5,smart_seq3
NC_045512v2,455,2.2133879853761e-5,smart_seq3
NC_045512v2,456,2.2132626576736277e-5,smart_seq3
NC_045512v2,457,2.207922053049641e-5,smart_seq3
NC_045512v2,458,2.2131613285023845e-5,smart_seq3
NC_045512v2,459,2.220752267717057e-5,smart_seq3
NC_045512v2,460,2.1849985283481448e-5,smart_seq3
NC_045512v2,461,2.186455814067448e-5,smart_seq3
NC_045512v2,462,2.1371638742479623e-5,smart_seq3
NC_045512v2,463,2.198391786048006e-5,smart_seq3
NC_045512v2,464,2.220462863658014e-5,smart_seq3
NC_045512v2,465,2.2350251978672853e-5,smart_seq3
NC_045512v2,466,2.2657628443718424e-5,smart_seq3
NC_045512v2,467,2.2557669289217968e-5,smart_seq3
NC_045512v2,468,2.2586488282317635e-5,smart_seq3
NC_045512v2,469,2.2579773294778534e-5,smart_seq3
NC_045512v2,470,2.262041068182726e-5,smart_seq3
NC_045512v2,471,2.2408925289584972e-5,smart_seq3
NC_045512v2,472,2.087399494685508e-5,smart_seq3
NC_045512v2,473,2.043386538090857e-5,smart_seq3
NC_045512v2,474,2.0296537773524768e-5,smart_seq3
NC_045512v2,475,2.036921726701596e-5,smart_seq3
NC_045512v2,476,2.0368903501464893e-5,smart_seq3
NC_045512v2,477,2.0864319106545948e-5,smart_seq3
NC_045512v2,478,2.104577893679481e-5,smart_seq3
NC_045512v2,479,2.0952817579988135e-5,smart_seq3
NC_045512v2,480,2.099496241039802e-5,smart_seq3
NC_045512v2,481,2.0978725194355282e-5,smart_seq3
NC_045512v2,482,2.0860924182296606e-5,smart_seq3
NC_045512v2,483,2.0874993087821613e-5,smart_seq3
NC_045512v2,484,1.9266582632379627e-5,smart_seq3
NC_045512v2,485,1.9570287792672435e-5,smart_seq3
NC_045512v2,486,1.9706379584638905e-5,smart_seq3
NC_045512v2,487,1.9712856410058033e-5,smart_seq3
NC_045512v2,488,1.9736697321864723e-5,smart_seq3
NC_045512v2,489,1.973733134885017e-5,smart_seq3
